headword,pos,supplement,topic_tag,entry,meaning,meaning_en,meaning_ja,ipa,word_id,example_sentence,translated_sentence,sentence_id
,,,,in touch,《...と》連絡を取りあって《with ...》 / 《（事情）に》通じて《with ...》 / 《...と》接触して《with ...》,,《...と》連絡を取りあって《with ...》 / 《（事情）に》通じて《with ...》 / 《...と》接触して《with ...》,/ɪn tʌtʃ/,239696,I try to stay in touch with my friends even when we're far apart.,私は友達と連絡を取り合おうと努力しています、遠く離れていても。,3007212
,,,,care for,（人・物など）の面倒を見る / ...を大事に思う/ ...が好き / ...の手入れをする / ...に関心を持つ / ...を欲する,,（人・物など）の面倒を見る / ...を大事に思う/ ...が好き / ...の手入れをする / ...に関心を持つ / ...を欲する,/kɛr fɔr/,239699,I care for my younger sister.,私は妹の面倒を見ています。,3007210
,,,,in part,"《かたく》 （完全ではなく）ある程度, 一部は, 部分的に",,"《かたく》 （完全ではなく）ある程度, 一部は, 部分的に",/ɪn pɑrt/,239722,I agree with you in part.,私はあなたとある程度同意します。,3007231
,,,,in case,"【接】万一…するといけないので, …する場合に備えて / もし…の場合には / 【副】 万一のために",,"【接】万一…するといけないので, …する場合に備えて / もし…の場合には / 【副】 万一のために",/ɪn keɪs/,239737,"In case it rains, I will bring an umbrella.",万一雨が降った場合、私は傘を持って行きます。,3007246
,,,,look forward to,"《しばしば進行形で》...を楽しみに待つ, ...を期待する",,"《しばしば進行形で》...を楽しみに待つ, ...を期待する",/lʊk fɔrwərd tuː/,239751,I look forward to our vacation next month.,来月の休暇を楽しみに待っています。,3007254
,,,,as such,"そういうものとして, それ自体は / 《話》 《not ...》正確（実際）には...などと呼べるものではない",,"そういうものとして, それ自体は / 《話》 《not ...》正確（実際）には...などと呼べるものではない",/æz sʌtʃ/,239752,"I don't like spicy food. As such, I avoid eating it.",私は辛い食べ物が好きではありません。そういうものとして、避けて食べません。,3007262
,,,,bring about,"...をもたらす, ...を引き起こす",,"...をもたらす, ...を引き起こす",/brɪŋ əˈbaʊt/,239777,The new technology will bring about significant changes in our daily lives.,新しい技術は私たちの日常生活に大きな変化をもたらすでしょう。,3007285
,,,,had better,"《強い助言》（必ず）…した方がいい, ...すべきだ /  《警告・脅迫》 …した方がいい（さもないと…）《do》",,"《強い助言》（必ず）…した方がいい, ...すべきだ /  《警告・脅迫》 …した方がいい（さもないと…）《do》",/hæd ˈbɛtər/,239778,You had better study for the exam.,試験の勉強をした方がいいです。,3007286
,,,,in common," 《…と》同じように《with ... 》/ 共通に, 共同で",," 《…と》同じように《with ... 》/ 共通に, 共同で",/ɪn ˈkɒmən/,239801,They have a lot in common with each other.,彼らはお互いに多くの共通点を持っています。,3007306
,,,,no matter,"《whyを除くwh節, whether/if節を従えて》…であろうとも",,"《whyを除くwh節, whether/if節を従えて》…であろうとも",/nəʊ ˈmætər/,239802,"No matter what happens, I will always be there for you.",何が起ころうとも、私はいつもあなたのそばにいます。,3007313
,,,,do so,そうする,,そうする,/dʊ səʊ/,239829,"If you want to succeed, you need to work hard and do so consistently.",成功したければ、懸命に働き、一貫してそうする必要がある。,3007337
,,,,make sense,《（人）に》（説明･事などが）理解しやすい《to ...》 / （説明･理由などの）筋が通る / 意味をなす / 賢明である / 理にかなっている / 《...を》理解する《of ...》/ 《相槌》なるほど,,《（人）に》（説明･事などが）理解しやすい《to ...》 / （説明･理由などの）筋が通る / 意味をなす / 賢明である / 理にかなっている / 《...を》理解する《of ...》/ 《相槌》なるほど,/meɪk sɛns/,239839,Does my English [[make sense]]?,私の英語は伝わりますか？,1625388
,,,,for the sake of,"...の利益のために, ...の目的で / 《~ it 》ほかの目的のためではなく, それ自体が",,"...の利益のために, ...の目的で / 《~ it 》ほかの目的のためではなく, それ自体が",/fɔr ðə seɪk ʌv/,240001,I decided to take a pay cut for the sake of my team's success.,私はチームの成功のために給料を減らすことを決めました。,3007500
,,,,lay out,"を明確に説明する / を並べる, を広げる",,"を明確に説明する / を並べる, を広げる",/leɪ aʊt/,240022,Let me lay out the plan for you.,あなたに計画を明確に説明させてください。,3007515
,,,,get on with,（仕事などを）をうまくこなす / （中断していた事）を続ける / （やろうと思っていた事）を始める,,（仕事などを）をうまくこなす / （中断していた事）を続ける / （やろうと思っていた事）を始める,/ɡɛt ɒn wɪθ/,239855,I need to [[get on with]] my project and finish it by the end of the week.,私はプロジェクトをうまくこなして、週末までに終わらせる必要があります。,3007364
,,,,keep on,"【動/自】続く, 《...を》続ける《with ...》,そのまま進む, 《...ついて》勝手に喋り続ける《about ...》 【動/他】...を着たままでいる,...を取らないでいる / ...を続ける",,"【動/自】続く, 《...を》続ける《with ...》,そのまま進む, 《...ついて》勝手に喋り続ける《about ...》 【動/他】...を着たままでいる,...を取らないでいる / ...を続ける",/kiːp ɒn/,240024,I will keep on practicing until I get it right.,うまくできるまで練習を続けるつもりだ。,3007521
,,,,that which,"【関係代名詞】《関係詞whatより堅く》...するもの, ...すること",,"【関係代名詞】《関係詞whatより堅く》...するもの, ...すること",/ðæt wɪtʃ/,239860,I will choose [[that which]] brings me joy.,私は喜びをもたらすものを選びます。,3007370
,,,,shown to,"《be ~ do / be ...》…することが示される, ...であることが示される",,"《be ~ do / be ...》…することが示される, ...であることが示される",/ʃoʊn tuː/,239882,The instructions are shown to the user.,ユーザーに指示が表示されます。,3007387
,,,,by way of,"...を通って,...を経由して / ...を手段として / ...の目的で, ...のつもりで",,"...を通って,...を経由して / ...を手段として / ...の目的で, ...のつもりで",/baɪ weɪ əv/,239884,I reached the destination by way of the shortcut.,私はショートカットを通って目的地に到着しました。,3007388
,,,,care to," 《否定文･比較節で》...するのを好む, ...するのを欲する 《do》 / 《かたい話・丁寧》《疑問文･否定文･条件節で》 《would ~ do》…することを希望する / 《Would you ~》...したいですか？, ...はいかがですか？, ...しませんか？",," 《否定文･比較節で》...するのを好む, ...するのを欲する 《do》 / 《かたい話・丁寧》《疑問文･否定文･条件節で》 《would ~ do》…することを希望する / 《Would you ~》...したいですか？, ...はいかがですか？, ...しませんか？",/kɛər tuː/,239924,I don't care to go to the party.,パーティーに行く気はない。,3007428
,,,,in this respect,この点において,,この点において,/ɪn ðɪs rɪ'spɛkt/,239941,"In this respect, I believe we have made significant progress.",この点において、私たちは重要な進展を遂げたと信じています。,3007445
,,,,up to,"《最大限》最大で....まで / 《期間・程度》...までずっと / 《be ~ 》《 …するのは》（人）次第である,（人）の責任である《do》 / ...に従事して / ...をたくらんで",,"《最大限》最大で....まで / 《期間・程度》...までずっと / 《be ~ 》《 …するのは》（人）次第である,（人）の責任である《do》 / ...に従事して / ...をたくらんで",/ʌp tuː/,239573,It's [[up to]] you.,それはあなた次第です。,1625295
,,,,the former,【名】前者,,【名】前者,/ðə ˈfɔːrmər/,239805,The former president of the company retired last year.,会社の前社長は去年引退しました。,3007311
,,,,greater than,"よりも, より大きい / より偉大な",,"よりも, より大きい / より偉大な",/ˈɡreɪ.tər ðæn/,239825,She is greater than her sister in height.,彼女は身長で妹よりも大きいです。,3007331
,,,,take for granted,"...を当たり前とみなす, ...を当然と考える / （当たり前として）...を評価しない, ...を軽視する",,"...を当たり前とみなす, ...を当然と考える / （当たり前として）...を評価しない, ...を軽視する",/teɪk fɔːr ˈɡræntɪd/,239940,We often take for granted the love and support of our family.,私たちはよく家族の愛とサポートを当たり前と思っています。,3007444
,,,,back up,"【名/U】予備 / 支援,応援 / 渋滞【形】予備の / 支援の / 非常用の【句動】後退する;を後退させる / を支援する,を後援する / 裏付ける, の裏付けをする/〜を渋滞させる",,"【名/U】予備 / 支援,応援 / 渋滞【形】予備の / 支援の / 非常用の【句動】後退する;を後退させる / を支援する,を後援する / 裏付ける, の裏付けをする/〜を渋滞させる",/bæk ʌp/,239963,I always back up my important files to an external hard drive.,私はいつも重要なファイルを外部ハードドライブにバックアップしています。,3007468
,,,,get to,"...に達する,到達する,着く / 取り掛かる / 《~ do》（だんだん）…するようになる, …し始める / 《~ do》（機会があって）…できる, …する機会を得る",,"...に達する,到達する,着く / 取り掛かる / 《~ do》（だんだん）…するようになる, …し始める / 《~ do》（機会があって）…できる, …する機会を得る",/ɡɛt tuː/,239656,I can't wait to get to the beach this weekend.,今週末にビーチに行くのが待ちきれません。,3007170
,,,,a range of,"さまざまな,広い分野で / ある範囲の",,"さまざまな,広い分野で / ある範囲の",/ə reɪndʒ əv/,239605,There are a range of options to choose from.,選ぶためのさまざまなオプションがあります。,3007119
,,,,a bit of a,"《くだけた話》ちょっとした..., 相当な...",,"《くだけた話》ちょっとした..., 相当な...",/ə bɪt əv ə/,239842,He's a bit of a troublemaker.,彼はちょっとした問題児だ。,3007350
,,,,may well,"...するのも分かる, ...するのももっともだ / おそらく…だろう, 十分に…する可能性がある",,"...するのも分かる, ...するのももっともだ / おそらく…だろう, 十分に…する可能性がある",/meɪ wɛl/,239629,He may well be tired after working all day.,一日中働いた後だから、彼が疲れているのも分かる。,3007145
,,,,get off,（乗り物から）降りる / 《...な》スタートを切る《to a ... start》/ （トラブルなどを）まぬがれる,,（乗り物から）降りる / 《...な》スタートを切る《to a ... start》/ （トラブルなどを）まぬがれる,/ɡɛt ɔf/,239665,I need to get off the bus at the next stop.,次の停留所でバスを降りる必要があります。,3007176
,,,,entitled to,"《be ~》...する資格がある, ...する権利がある / ...を得る資格がある, ...を得る権利がある",,"《be ~》...する資格がある, ...する権利がある / ...を得る資格がある, ...を得る権利がある",/ɪnˈtaɪtəld tuː/,239691,She is entitled to a refund for the faulty product.,彼女は不良品の返金を受ける権利がある。,3007202
,,,,in respect of," ...については, ...に関する限りでは, ...の点では / ...の支払いとして",," ...については, ...に関する限りでは, ...の点では / ...の支払いとして",/ɪn ɹɪˈspɛkt ʌv/,239704,"[[In respect of]] the new regulations, all employees must attend the training session.",新しい規則については、全ての従業員は研修に参加しなければなりません。,3007218
,,,,be used to,《be ~》...に慣れている / 《get / become / grow ~》...に慣れる,,《be ~》...に慣れている / 《get / become / grow ~》...に慣れる,/biː juːzd tuː/,239710,I am used to working long hours.,私は長時間働くことに慣れています。,3007221
,,,,in mind,"...を考慮して, ...を念頭に置いて / 《have ~ 》...を考えている, ...を計画している, ...の心当たりがある",,"...を考慮して, ...を念頭に置いて / 《have ~ 》...を考えている, ...を計画している, ...の心当たりがある",/ɪn maɪnd/,239724,Keep your goals in mind when making decisions.,意思決定をする際には目標を考慮してください。,3007233
,,,,go into, （部屋･建物･場所など）に入る / （事業･職業）を始める / を詳しく述べる / を立ち入って調べる / ...の状態になる,, （部屋･建物･場所など）に入る / （事業･職業）を始める / を詳しく述べる / を立ち入って調べる / ...の状態になる,/ɡoʊ ˈɪntu/,239730,I go into the room.,私は部屋に入る。,3007239
,,,,or whatever,"...であれ何であれ, ...でも何でも / ...とかそういったもの, ...とか何とか ",,"...であれ何であれ, ...でも何でも / ...とかそういったもの, ...とか何とか ",/ɔr wɛˈrɛvər/,239808,"You can choose any color you like, or whatever.",好きな色を選んでもいいし、何でもいい。,3007317
,,,,all too,"（しばしば好ましくないことに対して）非常に,あまりにも",,"（しばしば好ましくないことに対して）非常に,あまりにも",/ɔːl tuː/,239845,The holiday ended [[all too]] soon.,休暇はあっという間に終わった。,94907
,,,,something like that,"《話》そのようなこと, そのようなもの, そんな感じ",,"《話》そのようなこと, そのようなもの, そんな感じ",/sʌmθɪŋ laɪk ðæt/,239926,I don't want to hear something like that.,そのようなことは聞きたくない。,3007429
,,,,for the moment,"今のところは, さしあたりは, 当座は",,"今のところは, さしあたりは, 当座は",/fɔr ðə 'moʊ.mənt/,239946,"For the moment, let's focus on finishing this task.",今のところは、このタスクを終わらせることに集中しましょう。,3007454
,,,,have to,（客観的判断として）...しなければならない / （指示して）...してください / ...であるに違いない,,（客観的判断として）...しなければならない / （指示して）...してください / ...であるに違いない,/hæv tu/,239527,I have to go now.,今すぐ行かないといけない。,1625196
,,,,such as,...のような / 例えば....など,,...のような / 例えば....など,/sʌtʃ æz/,239529,"I like to wear casual clothes, such as jeans and t-shirts.",私はジーンズやTシャツなどのカジュアルな服を着るのが好きです。,3007051
,,,,in particular,"特に,とりわけ / 格別に, 詳細に / 具体的には, 具体的に言うと",,"特に,とりわけ / 格別に, 詳細に / 具体的には, 具体的に言うと",/ɪn pɚˈtɪkjəlɚ/,239585,"I enjoy all types of music, but I am particularly fond of classical music.",私はあらゆる種類の音楽を楽しんでいますが、特にクラシック音楽が好きです。,3007105
,,,,of course,もちろん,,もちろん,/əv kɔːrs/,239531,"Of course, I will help you with your project.",もちろん、私はあなたのプロジェクトを手伝います。,3007050
,,,,a lot,たくさん,,たくさん,/ə lɒt/,239536,I have a lot of books.,私はたくさんの本を持っています。,3007055
,,,,rather than,...というよりもむしろ / ...ではなくて,,...というよりもむしろ / ...ではなくて,/ˈræðər ðæn/,239537,I prefer tea rather than coffee.,コーヒーではなく紅茶が好きです。,3007057
,,,,so that,"…するために, …となるように / それで, そのため",,"…するために, …となるように / それで, そのため",/səʊ ðæt/,239538,I study hard so that I can pass the exam.,試験に合格できるように一生懸命勉強します。,3007059
,,,,a little,"少し,いささか,",,"少し,いささか,",/ə ˈlɪtəl/,239539,I need a little more time to finish the project.,プロジェクトを終わらせるためにもう少し時間が必要です。,3007058
,,,,in fact,"じつは,実際には / つまり,もっとはっきり言えば / それどころか, いやむしろ",,"じつは,実際には / つまり,もっとはっきり言えば / それどころか, いやむしろ",/ɪn fækt/,239542,"In fact, I have never been to Japan.",じつは、私は日本に行ったことがありません。,3007062
,,,,be likely to,"...しそうである, ...する可能性が高い",,"...しそうである, ...する可能性が高い",/bi ˈlaɪkli tuː/,239543,She is likely to win the competition.,彼女は競技に勝つ可能性が高いです。,1633440
,,,,go on,"起こる,行われる / 続く,続ける,を続ける；引き続き...し続ける《to do》",,"起こる,行われる / 続く,続ける,を続ける；引き続き...し続ける《to do》",/ɡoʊ ɒn/,239544,Unexpected events can go on at any time.,予期せぬ出来事はいつでも起こりうる。,3007063
,,,,as to,"...について, ...に関して / 《文頭で》...はといえば([[as for]]) / （基準･原則）に従って",,"...について, ...に関して / 《文頭で》...はといえば([[as for]]) / （基準･原則）に従って",/æz tuː/,239561,"As to the meeting time, we will let you know in advance.",会議の時間については、事前にお知らせいたします。,3007081
,,,,based on,"...に基づいて, ...を根拠にして",,"...に基づいて, ...を根拠にして",/beɪst ɒn/,239563,The decision was based on the results of the study.,その決定は研究の結果に基づいていました。,3007083
,,,,pick up,"（落ちているものを）拾い上げる /  （電話に）出る  / （人を）迎えに行く, 車で迎える / （知識・言語・習慣などを）身につける / 〈俗〉をナンパする",,"（落ちているものを）拾い上げる /  （電話に）出る  / （人を）迎えに行く, 車で迎える / （知識・言語・習慣などを）身につける / 〈俗〉をナンパする",/pɪk ʌp/,239572,I will pick up the package from the post office.,私は郵便局から荷物を取りに行きます。,3007090
,,,,no longer,もはや...ない / ...の期間だけ《than ...》,,もはや...ない / ...の期間だけ《than ...》,/nəʊ ˈlɒŋɡər/,239575,I no longer have a car.,もはや私は車を持っていません。,3007092
,,,,look for,"を探す / 《くだけた話》（面倒など）を自ら招く / 《古》を予期する,を期待する",,"を探す / 《くだけた話》（面倒など）を自ら招く / 《古》を予期する,を期待する",/lʊk fɔːr/,239576,I need to look for my keys.,私は鍵を探さなければなりません。,3007091
,,,,as a result,"その結果,その結果として,結果的に",,"その結果,その結果として,結果的に",/æz ə rɪˈzʌlt/,239578,"He studied hard, and as a result, he passed the exam.",彼は一生懸命勉強した。その結果、試験に合格した。,3007096
,,,,in addition,"その上, さらに / ...に加えて, ...のほかにも《to ...》",,"その上, さらに / ...に加えて, ...のほかにも《to ...》",/ɪn əˈdɪʃən/,239579,"In addition to studying English, she also learns French.",英語の勉強に加えて、彼女はフランス語も学んでいます。,3007097
,,,,work on,（制作・修理・解決のために）...に取り組む,,（制作・修理・解決のために）...に取り組む,/wɜːrk ɒn/,239580,I need to work on this project.,このプロジェクトに取り組まなければならない。,3007094
,,,,think about,"...のことをいろいろと考える / （人）のことを考慮する,配慮する",,"...のことをいろいろと考える / （人）のことを考慮する,配慮する",/θɪŋk əˈbaʊt/,239581,I like to think about different possibilities.,私はさまざまな可能性について考えるのが好きです。,3007095
,,,,find out,"をみつけだす, をつきとめる",,"をみつけだす, をつきとめる",/faɪnd aʊt/,239590,I need to find out the truth.,私は真実を見つけ出さなければならない。,3007106
,,,,point out,を指摘する,,を指摘する,/pɔɪnt aʊt/,239591,I would like to point out a mistake in your report.,あなたのレポートに誤りを指摘したいと思います。,3007107
,,,,manage to,"なんとか...する, どうにか...する / 思いがけず...してしまう《do》",,"なんとか...する, どうにか...する / 思いがけず...してしまう《do》",/mænɪdʒ tuː/,239594,I manage to finish my work on time.,私はなんとか時間通りに仕事を終えることができました。,3007110
,,,,due to,"《be ~ ...》〈人・物・事〉が原因で, ...のせいで, ...のために / …に支払われるべき / …する予定",,"《be ~ ...》〈人・物・事〉が原因で, ...のせいで, ...のために / …に支払われるべき / …する予定",/djuː tuː/,239567,The flight was delayed due to bad weather.,飛行機の出発が悪天候のため遅れました。,3007085
,,,,seek to,"...しようとする, ...しようと努める, ...しようと努力する",,"...しようとする, ...しようと努める, ...しようと努力する",/sik tu:/,239599,They seek to improve their skills.,彼らは自分のスキルを向上させようとしています。,1638391
,,,,long term,"【形】長期の / 長期にわたって続く, 長期満期の",,"【形】長期の / 長期にわたって続く, 長期満期の",/lɔŋ tɜrm/,239601,Investing in stocks is a good strategy for long-term financial growth.,株式投資は長期的な財務成長のための良い戦略です。,3007117
,,,,result in,"...という結果になる, ...という結果をもたらす, ...という結果につながる, ...という結果に終わる",,"...という結果になる, ...という結果をもたらす, ...という結果につながる, ...という結果に終わる",/rɪˈzʌlt ɪn/,239602,His reckless behavior resulted in a car accident.,彼の無謀な行動が車の事故という結果になった。,3007113
,,,,that is,"《明確化》つまり,すなわち / （通例末尾で、前文に限定を加えて）と言っても…ならばの話だが / 《訂正・話》いや,というか",,"《明確化》つまり,すなわち / （通例末尾で、前文に限定を加えて）と言っても…ならばの話だが / 《訂正・話》いや,というか",/ðæt ɪz/,239603,"That is, total exhaustion. Body and soul completely knackered.",つまり疲労困憊、心も体もクタクタです。,2568
,,,,at the time,"（今とは違い）その当時は,そのときは",,"（今とは違い）その当時は,そのときは",/æt ðə taɪm/,239611,"At the time, I was living in a small apartment.",その当時、私は小さなアパートに住んでいました。,3007125
,,,,on the other hand,"《対比》他方では, その一方で, 別の見方をすれば",,"《対比》他方では, その一方で, 別の見方をすれば",/ɒn ðə ˈʌðər hænd/,239612,"On the other hand, she enjoys playing video games with me.",一方、彼女は私と一緒にビデオゲームをするのを楽しんでいます。,3007126
,,,,on one's own,"自力で, 独力で, 単独で, 自活して",,"自力で, 独力で, 単独で, 自活して",/ɒn wʌnz əʊn/,239613,She completed the project on her own.,彼女は自力でプロジェクトを完成させました。,3007127
,,,,all right,かまわない / 《...にとって》都合がいい《for ...》 / うまくいっている,,かまわない / 《...にとって》都合がいい《for ...》 / うまくいっている,/ɔːl raɪt/,239614,It's all right to be late sometimes.,時々遅れてもかまわない。,3007128
,,,,subject to,"...を条件として, （条件）を満たした場合に限り / 【形】《be ~》（良くないこと）の影響を受けやすい / （条件･規則）に従わねばならない /  （審理など）を受けねばならない",,"...を条件として, （条件）を満たした場合に限り / 【形】《be ~》（良くないこと）の影響を受けやすい / （条件･規則）に従わねばならない /  （審理など）を受けねばならない",/səbˈdʒɛkt tu:/,239615,The approval is [[subject to]] certain conditions.,承認には一定の条件が適用されます。,3007130
,,,,after all,"《結果》結局は,やっぱり / 《理由》だって…だから, なにしろ...だから",,"《結果》結局は,やっぱり / 《理由》だって…だから, なにしろ...だから",/ˈæftər ɔːl/,239616,"After all, he decided to quit his job.",結局、彼は仕事を辞めることに決めた。,3007131
,,,,in front of,"...のすぐ前に,のすぐ前で / ...の前方に, の前方で",,"...のすぐ前に,のすぐ前で / ...の前方に, の前方で",/ɪn frʌnt əv/,239617,I stood in front of the building.,私は建物の前に立っていました。,3007129
,,,,to do with,"...と関係がある, ...に関係している / ...を扱う",,"...と関係がある, ...に関係している / ...を扱う",/tu də wɪθ/,239618,I have a lot to do with the project.,私はそのプロジェクトと関係がたくさんあります。,3007132
,,,,go out,"《...に》出る, 外出する,出かける《to ...》 / 《...と》付き合う,交際する《with ...》 / （火などが）消える /  《...に》送られる《to ...》",,"《...に》出る, 外出する,出かける《to ...》 / 《...と》付き合う,交際する《with ...》 / （火などが）消える /  《...に》送られる《to ...》",/ɡoʊ aʊt/,239619,I want to go out and enjoy the sunshine.,私は外に出て日光を楽しみたいです。,3007134
,,,,a further,"《かたく》...以上のもの, さらなる...",,"《かたく》...以上のもの, さらなる...",/ə ˈfɜːðər/,239596,I need a further explanation.,もう少し詳しい説明が必要です。,3007116
,,,,followed by,《be ~ 》（主語の）後に...が続く,,《be ~ 》（主語の）後に...が続く,/fɑləʊd baɪ/,239631,The ceremony was followed by the reception.,式に引き続いてパーティーがあった。,63924
,,,,in the sense that,...という意味では,,...という意味では,/ɪn ðə sɛns ðæt/,239632,He is successful in the sense that he is happy with his life.,彼は人生に満足しているという意味では成功している。,3007144
,,,,set out,"《...を》始める,着手する《on ... / to do》 / 《...に向かって》出発する《for ...》 / をきちんと説明する",,"《...を》始める,着手する《on ... / to do》 / 《...に向かって》出発する《for ...》 / をきちんと説明する",/sɛt aʊt/,239636,They set out on their journey early in the morning.,彼らは早朝に旅立った。,3007151
,,,,concerned with,"《be ~ 》...に関係している, ...に携わっている / ...に関心がある",,"《be ~ 》...に関係している, ...に携わっている / ...に関心がある",/kənˈsɜrnd wɪθ/,239638,I am concerned with the environment.,私は環境に関心がある。,3007150
,,,,take on,"を担当する,を扱う,を引き受ける / を得る",,"を担当する,を扱う,を引き受ける / を得る",/teɪk ɒn/,239643,She will take on the role of project manager.,彼女はプロジェクトマネージャーの役割を担当します。,3007155
,,,,about to,"《be ~》今すぐ...をする, まさに...をしようとする",,"《be ~》今すぐ...をする, まさに...をしようとする",/əˈbaʊt tuː/,239639,The sun was [[about to]] rise.,太陽がまさに昇ろうとしていた。,53988
,,,,at last,"（長い間待ち望んだり努力してきて）やっとのことで, ついに, とうとう",,"（長い間待ち望んだり努力してきて）やっとのことで, ついに, とうとう",/æt lɑːst/,239650,"At last, we have reached our destination.",ついに、私たちは目的地に到達しました。,6535562
,,,,choose to,"（むしろ）…したいと思う,  …することに決める《do》",,"（むしろ）…したいと思う,  …することに決める《do》",/tʃuz tuː/,239693,I choose to stay home and relax instead of going out.,私は外出する代わりに家にいてリラックスすることを選びます。,3007205
,,,,find oneself,"自分の力を見いだす / 自分が...だと分かる, 気が付くと...している",,"自分の力を見いだす / 自分が...だと分かる, 気が付くと...している",/faɪnd wʌnˈsɛlf/,239657,I often find myself lost in thought when I'm alone.,一人でいると物思いにふけることが多いのです。,1622864
,,,,get up,"起きる, 立ち上がる",,"起きる, 立ち上がる",/ɡɛt ʌp/,239658,I usually get up at 7 am.,私は通常、朝7時に起きます。,3007168
,,,,carry on,"（途中で諦めずに）を続ける / を行う,に参加する / ",,"（途中で諦めずに）を続ける / を行う,に参加する / ",/'kæri ɒn/,239659,I will carry on with my studies despite the challenges.,私は困難にもかかわらず、勉強を続けます。,3007171
,,,,focus on,"...に焦点を合わせる /  ...に重点を置く, ...を重視する / ...に集中する, ...に心を注ぐ",,"...に焦点を合わせる /  ...に重点を置く, ...を重視する / ...に集中する, ...に心を注ぐ",/ˈfoʊkəs ɒn/,239661,I like to focus on one task at a time.,私は一度に一つのタスクに焦点を合わせるのが好きです。,3007178
,,,,at once,"《かたく》すぐに, ただちに / 同時に, 1度に, 一緒に, 一気に",,"《かたく》すぐに, ただちに / 同時に, 1度に, 一緒に, 一気に",/æt wʌns/,239662,I will do it at once.,私はすぐにそれをします。,3007172
,,,,it takes,...にかかっている / （時間など）がかかる,,...にかかっている / （時間など）がかかる,/ɪt teɪks/,239663,It takes time to learn a new language.,新しい言語を学ぶのに時間がかかります。,3007174
,,,,in practice,"実際のところは, 現実面では, 実地に / 熟練して / 実施中で",,"実際のところは, 現実面では, 実地に / 熟練して / 実施中で",/ɪn ˈpræktɪs/,239667,"In practice, it is often difficult to implement all the theoretical concepts.",実際には、理論的なコンセプトをすべて実行に移すのは難しいことが多い。,3007184
,,,,by the time, 《接続詞的に》…するまでには,, 《接続詞的に》…するまでには,/baɪ ðə taɪm/,239668,We will have finished dinner by the time he comes back.,彼が戻ってくる頃には夕食を終えているだろう,3007179
,,,,said to be,"《be ~》...だといわれている, ...であると考えられている",,"《be ~》...だといわれている, ...であると考えられている",/sɛd tuː biː/,239670,He is said to be the best player in the world.,彼は世界で最も優れた選手だと言われている。,3007181
,,,,kind of,"《ぼかし表現》ちょっと, まあ何て言うか, 言ってみれば / （あいまいな答えとして）まあね",,"《ぼかし表現》ちょっと, まあ何て言うか, 言ってみれば / （あいまいな答えとして）まあね",/kaɪnd əv/,239676,What kind of music do you like?,どんな音楽が好きですか？,3007187
,,,,get into,"...に巻き込まれる / ...に入る / （地位･立場）になる / （習慣など）を始める / ...に就く / 《話》（趣味など）に興味を持つ,熱中する,夢中になる",,"...に巻き込まれる / ...に入る / （地位･立場）になる / （習慣など）を始める / ...に就く / 《話》（趣味など）に興味を持つ,熱中する,夢中になる",/gɛt ˈɪntu/,239677,I don't want to get into any trouble.,私は何かトラブルに巻き込まれたくない。,3007190
,,,,rely on,"《...を求めて》（人･物･事）を頼りにする,を信頼する, を当てにする《for ...》 / （人･物･事）が《...してくれる》と頼りにする《to do》",,"《...を求めて》（人･物･事）を頼りにする,を信頼する, を当てにする《for ...》 / （人･物･事）が《...してくれる》と頼りにする《to do》",/rɪˈlaɪ ɒn/,239678,I rely on my friends for support.,私は友達に支えてもらっています。,3007188
,,,,go for,"...をしに行く, ...を食べに行く / ...を得るために行く, ...を呼びに行く / ...を得ようと努力する / ...を選ぶ / ...の値段で売られている / …に当てはまる",,"...をしに行く, ...を食べに行く / ...を得るために行く, ...を呼びに行く / ...を得ようと努力する / ...を選ぶ / ...の値段で売られている / …に当てはまる",/ɡoʊ fɔr/,239679,I want to go for a walk in the park.,私は公園で散歩に行きたいです。,3007191
,,,,aim to,"…しようと努力する, ...に狙いを定める, ...に目標を設定する",,"…しようと努力する, ...に狙いを定める, ...に目標を設定する",/eɪm tuː/,239680,I aim to become a successful entrepreneur.,私は成功した起業家になろうと努力しています。,3007192
,,,,appeal to,"（人）に訴える, 《Aが》《...する》ように懇願する《to A to do》 / 《...を》（人）に求める,要請する《for ...》  /  ...に魅力がある, ...の興味を惹く",,"（人）に訴える, 《Aが》《...する》ように懇願する《to A to do》 / 《...を》（人）に求める,要請する《for ...》  /  ...に魅力がある, ...の興味を惹く",/əˈpiːl tuː/,239682,The lawyer made an emotional appeal to the jury.,弁護士は陪審員に感情的な訴えをした。,3007197
,,,,end up,《...に》最終的になる《as ...》 / 《...に》最終的に入る《in ...》 / 最終的に《...》することになる《(by) doing》,,《...に》最終的になる《as ...》 / 《...に》最終的に入る《in ...》 / 最終的に《...》することになる《(by) doing》,/ɛnd ʌp/,239683,"I didn't plan on going to the party, but I ended up going anyway.",パーティーに行く予定はなかったけど、最終的には行くことになった。,3007198
,,,,no more than,"たった（数量）, ...だけ / Bでないと同様Aでない《A than B》",,"たった（数量）, ...だけ / Bでないと同様Aでない《A than B》",/nəʊ mɔː ðæn/,239685,There are no more than ten people in the room.,部屋にはたった10人しかいません。,3007195
,,,,get back,"戻る, 《...に》戻る《to ...》",,"戻る, 《...に》戻る《to ...》",/ɡɛt bæk/,239686,I need to get back to work.,仕事に戻らなければならない。,3007194
